timestamp,open,high,low,close,volume
2019-05-13,16.1600,16.1600,16.1600,16.1600,0
2019-05-10,16.6500,16.6500,16.6500,16.6500,0
2019-05-09,16.6200,16.6200,16.6200,16.6200,0
2019-05-08,16.7300,16.7300,16.7300,16.7300,0
2019-05-07,16.7400,16.7400,16.7400,16.7400,0
2019-05-06,17.0400,17.0400,17.0400,17.0400,0
2019-05-03,17.1100,17.1100,17.1100,17.1100,0
2019-05-02,16.9400,16.9400,16.9400,16.9400,0
2019-05-01,16.9500,16.9500,16.9500,16.9500,0
2019-04-30,17.1100,17.1100,17.1100,17.1100,0
2019-04-29,17.1900,17.1900,17.1900,17.1900,0
2019-04-26,17.1700,17.1700,17.1700,17.1700,0
2019-04-25,17.0700,17.0700,17.0700,17.0700,0
2019-04-24,17.0300,17.0300,17.0300,17.0300,0
2019-04-23,17.0700,17.0700,17.0700,17.0700,0
2019-04-22,16.8500,16.8500,16.8500,16.8500,0
2019-04-18,16.8900,16.8900,16.8900,16.8900,0
2019-04-17,16.8600,16.8600,16.8600,16.8600,0
2019-04-16,16.9500,16.9500,16.9500,16.9500,0
2019-04-15,16.9400,16.9400,16.9400,16.9400,0
2019-04-12,16.9200,16.9200,16.9200,16.9200,0
2019-04-11,16.8500,16.8500,16.8500,16.8500,0
2019-04-10,16.8600,16.8600,16.8600,16.8600,0
2019-04-09,16.7800,16.7800,16.7800,16.7800,0
2019-04-08,16.8400,16.8400,16.8400,16.8400,0
2019-04-05,16.8300,16.8300,16.8300,16.8300,0
2019-04-04,16.7800,16.7800,16.7800,16.7800,0
2019-04-03,16.8200,16.8200,16.8200,16.8200,0
2019-04-02,16.7600,16.7600,16.7600,16.7600,0
2019-04-01,16.7300,16.7300,16.7300,16.7300,0
2019-03-29,16.5600,16.5600,16.5600,16.5600,0
2019-03-28,16.4400,16.4400,16.4400,16.4400,0
2019-03-27,16.3600,16.3600,16.3600,16.3600,0
2019-03-26,16.5200,16.5200,16.5200,16.5200,0
2019-03-25,16.4200,16.4200,16.4200,16.4200,0
2019-03-22,16.4100,16.4100,16.4100,16.4100,0
2019-03-21,16.7500,16.7500,16.7500,16.7500,0
2019-03-20,16.6000,16.6000,16.6000,16.6000,0
2019-03-19,16.6900,16.6900,16.6900,16.6900,0
2019-03-18,16.6500,16.6500,16.6500,16.6500,0
2019-03-15,16.6100,16.6100,16.6100,16.6100,0
2019-03-14,16.5400,16.5400,16.5400,16.5400,0
2019-03-13,16.5400,16.5400,16.5400,16.5400,0
2019-03-12,16.4400,16.4400,16.4400,16.4400,0
2019-03-11,16.3900,16.3900,16.3900,16.3900,0
2019-03-08,16.1300,16.1300,16.1300,16.1300,0
2019-03-07,16.1600,16.1600,16.1600,16.1600,0
2019-03-06,16.3100,16.3100,16.3100,16.3100,0
2019-03-05,16.4100,16.4100,16.4100,16.4100,0
2019-03-04,16.4000,16.4000,16.4000,16.4000,0
2019-03-01,16.5000,16.5000,16.5000,16.5000,0
2019-02-28,16.3700,16.3700,16.3700,16.3700,0
2019-02-27,16.4500,16.4500,16.4500,16.4500,0
2019-02-26,16.4100,16.4100,16.4100,16.4100,0
2019-02-25,16.3900,16.3900,16.3900,16.3900,0
2019-02-22,16.3700,16.3700,16.3700,16.3700,0
2019-02-21,16.2300,16.2300,16.2300,16.2300,0
2019-02-20,16.2700,16.2700,16.2700,16.2700,0
2019-02-19,16.3800,16.3800,16.3800,16.3800,0
2019-02-15,16.3500,16.3500,16.3500,16.3500,0
2019-02-14,16.2500,16.2500,16.2500,16.2500,0
2019-02-13,16.2900,16.2900,16.2900,16.2900,0
2019-02-12,16.2500,16.2500,16.2500,16.2500,0
2019-02-11,16.0200,16.0200,16.0200,16.0200,0
2019-02-08,15.9900,15.9900,15.9900,15.9900,0
2019-02-07,15.9900,15.9900,15.9900,15.9900,0
2019-02-06,16.1600,16.1600,16.1600,16.1600,0
2019-02-05,16.2300,16.2300,16.2300,16.2300,0
2019-02-04,16.1300,16.1300,16.1300,16.1300,0
2019-02-01,15.9665,15.9665,15.9665,15.9665,0
2019-01-31,15.9565,15.9565,15.9565,15.9565,0
2019-01-30,15.9092,15.9092,15.9092,15.9092,0
2019-01-29,15.5400,15.5400,15.5400,15.5400,0
2019-01-28,15.6300,15.6300,15.6300,15.6300,0
2019-01-25,15.7600,15.7600,15.7600,15.7600,0
2019-01-24,15.6000,15.6000,15.6000,15.6000,0
2019-01-23,15.5700,15.5700,15.5700,15.5700,0
2019-01-22,15.6800,15.6800,15.6800,15.6800,0
2019-01-18,15.8700,15.8700,15.8700,15.8700,0
2019-01-17,15.7000,15.7000,15.7000,15.7000,0
2019-01-16,15.5900,15.5900,15.5900,15.5900,0
2019-01-15,15.5800,15.5800,15.5800,15.5800,0
2019-01-14,15.3700,15.3700,15.3700,15.3700,0
2019-01-11,15.4500,15.4500,15.4500,15.4500,0
2019-01-10,15.4900,15.4900,15.4900,15.4900,0
2019-01-09,15.4300,15.4300,15.4300,15.4300,0
2019-01-08,15.3400,15.3400,15.3400,15.3400,0
2019-01-07,15.1800,15.1800,15.1800,15.1800,0
2019-01-04,14.9800,14.9800,14.9800,14.9800,0
2019-01-03,14.4400,14.4400,14.4400,14.4400,0
2019-01-02,14.8100,14.8100,14.8100,14.8100,0
2018-12-31,14.8200,14.8200,14.8200,14.8200,0
2018-12-28,14.6500,14.6500,14.6500,14.6500,0
2018-12-27,14.6700,14.6700,14.6700,14.6700,0
2018-12-26,14.5600,14.5600,14.5600,14.5600,0
2018-12-24,13.7700,13.7700,13.7700,13.7700,0
2018-12-21,14.0700,14.0700,14.0700,14.0700,0
2018-12-20,14.5400,14.5400,14.5400,14.5400,0
2018-12-19,14.7800,14.7800,14.7800,14.7800,0
2018-12-18,15.0300,15.0300,15.0300,15.0300,0
2018-12-17,14.9600,14.9600,14.9600,14.9600,0
2018-12-14,15.3400,15.3400,15.3400,15.3400,0
2018-12-13,15.6300,15.6300,15.6300,15.6300,0
2018-12-12,15.6700,15.6700,15.6700,15.6700,0
2018-12-11,15.5000,15.5000,15.5000,15.5000,0
2018-12-10,15.4700,15.4700,15.4700,15.4700,0
2018-12-07,15.3900,15.3900,15.3900,15.3900,0
2018-12-06,15.8600,15.8600,15.8600,15.8600,0
2018-12-04,15.7600,15.7600,15.7600,15.7600,0
2018-12-03,16.2900,16.2900,16.2900,16.2900,0
2018-11-30,16.0800,16.0800,16.0800,16.0800,0
2018-11-29,15.9800,15.9800,15.9800,15.9800,0
2018-11-28,16.0544,16.0544,16.0544,16.0544,0
2018-11-27,15.5300,15.5300,15.5300,15.5300,0
2018-11-26,15.5500,15.5500,15.5500,15.5500,0
2018-11-23,15.2400,15.2400,15.2400,15.2400,0
2018-11-21,15.3230,15.3230,15.3230,15.3230,0
2018-11-20,15.2479,15.2479,15.2479,15.2479,0
2018-11-19,15.5213,15.5213,15.5213,15.5213,0
2018-11-16,16.0000,16.0000,16.0000,16.0000,0
2018-11-15,16.0500,16.0500,16.0500,16.0500,0
2018-11-14,15.8400,15.8400,15.8400,15.8400,0
2018-11-13,15.9600,15.9600,15.9600,15.9600,0
2018-11-12,15.9600,15.9600,15.9600,15.9600,0
2018-11-09,16.3800,16.3800,16.3800,16.3800,0
2018-11-08,16.6300,16.6300,16.6300,16.6300,0
2018-11-07,16.6800,16.6800,16.6800,16.6800,0
2018-11-06,16.2800,16.2800,16.2800,16.2800,0
2018-11-05,16.1900,16.1900,16.1900,16.1900,0
2018-11-02,16.2500,16.2500,16.2500,16.2500,0
2018-11-01,16.3300,16.3300,16.3300,16.3300,0
2018-10-31,16.1300,16.1300,16.1300,16.1300,0
2018-10-30,15.7700,15.7700,15.7700,15.7700,0
2018-10-29,15.5600,15.5600,15.5600,15.5600,0
2018-10-26,15.8300,15.8300,15.8300,15.8300,0
2018-10-25,16.1300,16.1300,16.1300,16.1300,0
2018-10-24,15.6900,15.6900,15.6900,15.6900,0
2018-10-23,16.3100,16.3100,16.3100,16.3100,0
2018-10-22,16.4800,16.4800,16.4800,16.4800,0
2018-10-19,16.4300,16.4300,16.4300,16.4300,0
2018-10-18,16.5200,16.5200,16.5200,16.5200,0
2018-10-17,16.8800,16.8800,16.8800,16.8800,0
2018-10-16,16.9000,16.9000,16.9000,16.9000,0
2018-10-15,16.4500,16.4500,16.4500,16.4500,0
2018-10-12,16.6000,16.6000,16.6000,16.6000,0
2018-10-11,16.2000,16.2000,16.2000,16.2000,0
2018-10-10,16.4000,16.4000,16.4000,16.4000,0
2018-10-09,17.1200,17.1200,17.1200,17.1200,0
2018-10-08,17.1200,17.1200,17.1200,17.1200,0
2018-10-05,17.2400,17.2400,17.2400,17.2400,0
2018-10-04,17.3800,17.3800,17.3800,17.3800,0
2018-10-03,17.6200,17.6200,17.6200,17.6200,0
2018-10-02,17.6100,17.6100,17.6100,17.6100,0
2018-10-01,17.6700,17.6700,17.6700,17.6700,0
2018-09-28,17.6400,17.6400,17.6400,17.6400,0
2018-09-27,17.6500,17.6500,17.6500,17.6500,0
2018-09-26,17.5800,17.5800,17.5800,17.5800,0
2018-09-25,17.5700,17.5700,17.5700,17.5700,0
2018-09-24,17.5400,17.5400,17.5400,17.5400,0
2018-09-21,17.4639,17.4639,17.4639,17.4639,0
2018-09-20,17.5488,17.5488,17.5488,17.5488,0
2018-09-19,17.4889,17.4889,17.4889,17.4889,0
