timestamp,open,high,low,close,volume
2019-05-13,16.3400,16.3400,16.3400,16.3400,0
2019-05-10,16.7600,16.7600,16.7600,16.7600,0
2019-05-09,16.7300,16.7300,16.7300,16.7300,0
2019-05-08,16.7500,16.7500,16.7500,16.7500,0
2019-05-07,16.7900,16.7900,16.7900,16.7900,0
2019-05-06,17.0300,17.0300,17.0300,17.0300,0
2019-05-03,17.0700,17.0700,17.0700,17.0700,0
2019-05-02,16.9800,16.9800,16.9800,16.9800,0
2019-05-01,17.0400,17.0400,17.0400,17.0400,0
2019-04-30,17.1600,17.1600,17.1600,17.1600,0
2019-04-29,17.1900,17.1900,17.1900,17.1900,0
2019-04-26,17.1600,17.1600,17.1600,17.1600,0
2019-04-25,17.1000,17.1000,17.1000,17.1000,0
2019-04-24,17.1400,17.1400,17.1400,17.1400,0
2019-04-23,17.1600,17.1600,17.1600,17.1600,0
2019-04-22,17.0400,17.0400,17.0400,17.0400,0
2019-04-18,17.0300,17.0300,17.0300,17.0300,0
2019-04-17,17.0100,17.0100,17.0100,17.0100,0
2019-04-16,17.0200,17.0200,17.0200,17.0200,0
2019-04-15,17.0800,17.0800,17.0800,17.0800,0
2019-04-12,17.0500,17.0500,17.0500,17.0500,0
2019-04-11,17.0800,17.0800,17.0800,17.0800,0
2019-04-10,17.1000,17.1000,17.1000,17.1000,0
2019-04-09,17.0400,17.0400,17.0400,17.0400,0
2019-04-08,17.1200,17.1200,17.1200,17.1200,0
2019-04-05,17.0800,17.0800,17.0800,17.0800,0
2019-04-04,17.0100,17.0100,17.0100,17.0100,0
2019-04-03,16.9300,16.9300,16.9300,16.9300,0
2019-04-02,16.9000,16.9000,16.9000,16.9000,0
2019-04-01,16.8600,16.8600,16.8600,16.8600,0
2019-03-29,16.6800,16.6800,16.6800,16.6800,0
2019-03-28,16.5800,16.5800,16.5800,16.5800,0
2019-03-27,16.5300,16.5300,16.5300,16.5300,0
2019-03-26,16.5700,16.5700,16.5700,16.5700,0
2019-03-25,16.5100,16.5100,16.5100,16.5100,0
2019-03-22,16.5300,16.5300,16.5300,16.5300,0
2019-03-21,16.8300,16.8300,16.8300,16.8300,0
2019-03-20,16.7800,16.7800,16.7800,16.7800,0
2019-03-19,16.8600,16.8600,16.8600,16.8600,0
2019-03-18,16.8800,16.8800,16.8800,16.8800,0
2019-03-15,16.8000,16.8000,16.8000,16.8000,0
2019-03-14,16.7200,16.7200,16.7200,16.7200,0
2019-03-13,16.8200,16.8200,16.8200,16.8200,0
2019-03-12,16.7000,16.7000,16.7000,16.7000,0
2019-03-11,16.6400,16.6400,16.6400,16.6400,0
2019-03-08,16.4100,16.4100,16.4100,16.4100,0
2019-03-07,16.4700,16.4700,16.4700,16.4700,0
2019-03-06,16.5400,16.5400,16.5400,16.5400,0
2019-03-05,16.6100,16.6100,16.6100,16.6100,0
2019-03-04,16.6000,16.6000,16.6000,16.6000,0
2019-03-01,16.6700,16.6700,16.6700,16.6700,0
2019-02-28,16.5700,16.5700,16.5700,16.5700,0
2019-02-27,16.6300,16.6300,16.6300,16.6300,0
2019-02-26,16.6700,16.6700,16.6700,16.6700,0
2019-02-25,16.6600,16.6600,16.6600,16.6600,0
2019-02-22,16.6600,16.6600,16.6600,16.6600,0
2019-02-21,16.5700,16.5700,16.5700,16.5700,0
2019-02-20,16.6200,16.6200,16.6200,16.6200,0
2019-02-19,16.6000,16.6000,16.6000,16.6000,0
2019-02-15,16.5600,16.5600,16.5600,16.5600,0
2019-02-14,16.4000,16.4000,16.4000,16.4000,0
2019-02-13,16.4600,16.4600,16.4600,16.4600,0
2019-02-12,16.4600,16.4600,16.4600,16.4600,0
2019-02-11,16.2900,16.2900,16.2900,16.2900,0
2019-02-08,16.3000,16.3000,16.3000,16.3000,0
2019-02-07,16.3200,16.3200,16.3200,16.3200,0
2019-02-06,16.3900,16.3900,16.3900,16.3900,0
2019-02-05,16.4200,16.4200,16.4200,16.4200,0
2019-02-04,16.3600,16.3600,16.3600,16.3600,0
2019-02-01,16.2400,16.2400,16.2400,16.2400,0
2019-01-31,16.2200,16.2200,16.2200,16.2200,0
2019-01-30,16.1700,16.1700,16.1700,16.1700,0
2019-01-29,15.9600,15.9600,15.9600,15.9600,0
2019-01-28,15.9400,15.9400,15.9400,15.9400,0
2019-01-25,16.0300,16.0300,16.0300,16.0300,0
2019-01-24,15.9200,15.9200,15.9200,15.9200,0
2019-01-23,15.9200,15.9200,15.9200,15.9200,0
2019-01-22,15.8900,15.8900,15.8900,15.8900,0
2019-01-18,16.0800,16.0800,16.0800,16.0800,0
2019-01-17,15.9100,15.9100,15.9100,15.9100,0
2019-01-16,15.8100,15.8100,15.8100,15.8100,0
2019-01-15,15.7700,15.7700,15.7700,15.7700,0
2019-01-14,15.6100,15.6100,15.6100,15.6100,0
2019-01-11,15.7700,15.7700,15.7700,15.7700,0
2019-01-10,15.7600,15.7600,15.7600,15.7600,0
2019-01-09,15.7300,15.7300,15.7300,15.7300,0
2019-01-08,15.6000,15.6000,15.6000,15.6000,0
2019-01-07,15.4900,15.4900,15.4900,15.4900,0
2019-01-04,15.4400,15.4400,15.4400,15.4400,0
2019-01-03,14.9700,14.9700,14.9700,14.9700,0
2019-01-02,15.3100,15.3100,15.3100,15.3100,0
2018-12-31,15.2800,15.2800,15.2800,15.2800,0
2018-12-28,15.1400,15.1400,15.1400,15.1400,0
2018-12-27,15.1400,15.1400,15.1400,15.1400,0
2018-12-26,15.0600,15.0600,15.0600,15.0600,0
2018-12-24,14.4000,14.4000,14.4000,14.4000,0
2018-12-21,14.7300,14.7300,14.7300,14.7300,0
2018-12-20,15.0200,15.0200,15.0200,15.0200,0
2018-12-19,15.2700,15.2700,15.2700,15.2700,0
2018-12-18,15.4600,15.4600,15.4600,15.4600,0
2018-12-17,15.5000,15.5000,15.5000,15.5000,0
2018-12-14,15.7266,15.7266,15.7266,15.7266,0
2018-12-13,16.1521,16.1521,16.1521,16.1521,0
2018-12-12,16.1400,16.1400,16.1400,16.1400,0
2018-12-11,16.0400,16.0400,16.0400,16.0400,0
2018-12-10,16.0969,16.0969,16.0969,16.0969,0
2018-12-07,16.0800,16.0800,16.0800,16.0800,0
2018-12-06,16.4200,16.4200,16.4200,16.4200,0
2018-12-04,16.3221,16.3221,16.3221,16.3221,0
2018-12-03,16.9600,16.9600,16.9600,16.9600,0
2018-11-30,16.8100,16.8100,16.8100,16.8100,0
2018-11-29,16.7600,16.7600,16.7600,16.7600,0
2018-11-28,16.8000,16.8000,16.8000,16.8000,0
2018-11-27,16.5000,16.5000,16.5000,16.5000,0
2018-11-26,16.4700,16.4700,16.4700,16.4700,0
2018-11-23,16.2400,16.2400,16.2400,16.2400,0
2018-11-21,16.2761,16.2761,16.2761,16.2761,0
2018-11-20,16.1706,16.1706,16.1706,16.1706,0
2018-11-19,16.4044,16.4044,16.4044,16.4044,0
2018-11-16,16.7200,16.7200,16.7200,16.7200,0
2018-11-15,16.6800,16.6800,16.6800,16.6800,0
2018-11-14,16.5500,16.5500,16.5500,16.5500,0
2018-11-13,16.7800,16.7800,16.7800,16.7800,0
2018-11-12,16.7900,16.7900,16.7900,16.7900,0
2018-11-09,17.0800,17.0800,17.0800,17.0800,0
2018-11-08,17.2500,17.2500,17.2500,17.2500,0
2018-11-07,17.3000,17.3000,17.3000,17.3000,0
2018-11-06,16.9600,16.9600,16.9600,16.9600,0
2018-11-05,16.8700,16.8700,16.8700,16.8700,0
2018-11-02,16.7800,16.7800,16.7800,16.7800,0
2018-11-01,16.9100,16.9100,16.9100,16.9100,0
2018-10-31,16.7700,16.7700,16.7700,16.7700,0
2018-10-30,16.5900,16.5900,16.5900,16.5900,0
2018-10-29,16.3800,16.3800,16.3800,16.3800,0
2018-10-26,16.4600,16.4600,16.4600,16.4600,0
2018-10-25,16.6600,16.6600,16.6600,16.6600,0
2018-10-24,16.2546,16.2546,16.2546,16.2546,0
2018-10-23,16.8400,16.8400,16.8400,16.8400,0
2018-10-22,16.9500,16.9500,16.9500,16.9500,0
2018-10-19,17.0400,17.0400,17.0400,17.0400,0
2018-10-18,17.0300,17.0300,17.0300,17.0300,0
2018-10-17,17.2500,17.2500,17.2500,17.2500,0
2018-10-16,17.2700,17.2700,17.2700,17.2700,0
2018-10-15,16.9600,16.9600,16.9600,16.9600,0
2018-10-12,17.0400,17.0400,17.0400,17.0400,0
2018-10-11,16.9200,16.9200,16.9200,16.9200,0
2018-10-10,17.2200,17.2200,17.2200,17.2200,0
2018-10-09,17.6800,17.6800,17.6800,17.6800,0
2018-10-08,17.7200,17.7200,17.7200,17.7200,0
2018-10-05,17.7400,17.7400,17.7400,17.7400,0
2018-10-04,17.8200,17.8200,17.8200,17.8200,0
2018-10-03,17.9500,17.9500,17.9500,17.9500,0
2018-10-02,17.9253,17.9253,17.9253,17.9253,0
2018-10-01,17.9637,17.9637,17.9637,17.9637,0
2018-09-28,17.8900,17.8900,17.8900,17.8900,0
2018-09-27,17.9000,17.9000,17.9000,17.9000,0
2018-09-26,17.8800,17.8800,17.8800,17.8800,0
2018-09-25,17.9600,17.9600,17.9600,17.9600,0
2018-09-24,17.9900,17.9900,17.9900,17.9900,0
2018-09-21,18.0600,18.0600,18.0600,18.0600,0
2018-09-20,18.0600,18.0600,18.0600,18.0600,0
2018-09-19,17.9500,17.9500,17.9500,17.9500,0
2018-09-18,17.9300,17.9300,17.9300,17.9300,0
2018-09-17,17.8200,17.8200,17.8200,17.8200,0
2018-09-14,17.9100,17.9100,17.9100,17.9100,0
2018-09-13,17.8900,17.8900,17.8900,17.8900,0
2018-09-12,17.9100,17.9100,17.9100,17.9100,0
2018-09-11,17.9200,17.9200,17.9200,17.9200,0
2018-09-10,17.8500,17.8500,17.8500,17.8500,0
2018-09-07,17.8500,17.8500,17.8500,17.8500,0
2018-09-06,17.8800,17.8800,17.8800,17.8800,0
2018-09-05,17.9500,17.9500,17.9500,17.9500,0
2018-09-04,17.9878,17.9878,17.9878,17.9878,0
2018-08-31,18.0200,18.0200,18.0200,18.0200,0
2018-08-30,18.0009,18.0009,18.0009,18.0009,0
2018-08-29,18.0700,18.0700,18.0700,18.0700,0
2018-08-28,17.9900,17.9900,17.9900,17.9900,0
2018-08-27,17.9800,17.9800,17.9800,17.9800,0
2018-08-24,17.8700,17.8700,17.8700,17.8700,0
2018-08-23,17.8100,17.8100,17.8100,17.8100,0
2018-08-22,17.8300,17.8300,17.8300,17.8300,0
2018-08-21,17.8200,17.8200,17.8200,17.8200,0
2018-08-20,17.8100,17.8100,17.8100,17.8100,0
2018-08-17,17.7800,17.7800,17.7800,17.7800,0
2018-08-16,17.7100,17.7100,17.7100,17.7100,0
2018-08-15,17.5600,17.5600,17.5600,17.5600,0
2018-08-14,17.7100,17.7100,17.7100,17.7100,0
2018-08-13,17.6700,17.6700,17.6700,17.6700,0
2018-08-10,17.7600,17.7600,17.7600,17.7600,0
2018-08-09,17.8400,17.8400,17.8400,17.8400,0
2018-08-08,17.8200,17.8200,17.8200,17.8200,0
2018-08-07,17.8200,17.8200,17.8200,17.8200,0
2018-08-06,17.7700,17.7700,17.7700,17.7700,0
2018-08-03,17.7300,17.7300,17.7300,17.7300,0
2018-08-02,17.6500,17.6500,17.6500,17.6500,0
