,Date,Price,NAV,Prem/Disc,Return on Price,Return on NAV,Prem/Disc Z-score
0,2018-05-14,17.36,16.6765,4.098581836716329,10.4325699745547,2.6246153846153897,2.2166935678206365
1,2018-05-15,17.08,16.5465,3.2242468195690717,6.3511830635118285,0.6478102189781051,1.7071565577063568
2,2018-05-16,17.0,16.61,2.3479831426851328,5.787181082762911,1.2187690432662968,1.2185799955715706
3,2018-05-17,17.1,16.6265,2.8478633506751354,7.818411097099634,2.065684468999392,1.4215104494197572
4,2018-05-18,17.34,16.6165,4.354105858634498,9.331651954602778,2.0042971147943485,2.0876662691527987
5,2018-05-21,17.46,16.71,4.488330341113106,10.018903591682431,2.767527675276748,2.055040707058782
6,2018-05-22,17.5,16.6465,5.127203916739257,10.829639012032938,2.5030788177339978,2.2378310238900663
7,2018-05-23,17.59,16.6465,5.667858108311058,9.663341645885291,0.643893591293836,2.356016427447759
8,2018-05-24,17.72,16.6565,6.384894785819335,8.778391651319826,-0.20071899340922758,2.525705975321715
9,2018-05-25,17.44,16.6265,4.892791627823061,7.059545733578896,-0.38046734571600493,1.8076497350919096
10,2018-05-29,17.36,16.49,5.275924802910861,8.63579474342928,0.6819999633661554,1.881776142824876
11,2018-05-30,17.45,16.6665,4.701047010470106,9.198998748435537,1.7596453844416073,1.5908068158576827
12,2018-05-31,17.5,16.6322,5.217589976070507,9.511889862327907,1.5502219400059933,1.7501137164598033
13,2018-06-01,17.6,16.8221,4.624274020484973,11.111111111111121,3.840123456790121,1.4583809540446036
14,2018-06-04,17.52,16.9457,3.389060351593625,8.819875776397504,2.7634930260764112,0.9079417797089032
15,2018-06-05,17.52,16.962,3.2897064025468685,8.819875776397504,2.8623408126137133,0.854331869361686
16,2018-06-06,17.44,17.08,2.1077283372365514,7.987616099071225,3.202416918428988,0.33004734811092323
17,2018-06-07,17.43,16.992,2.577683615819202,7.195571955719545,2.23826714801444,0.5095566324320091
18,2018-06-08,17.37,17.052,1.8648838845883264,6.368646662584218,2.168963451168354,0.1718280585941737
19,2018-06-11,17.48,17.072,2.3898781630740467,4.2959427207637155,0.6603773584905561,0.36221395294787156
20,2018-06-12,17.5,17.1419,2.089033304359495,4.41527446300715,1.0725235849056536,0.2196791372418039
21,2018-06-13,17.53,17.1419,2.2640430757384036,5.729794933655024,1.8532382650029793,0.2809542458319671
22,2018-06-14,17.56,17.2419,1.8449242832866308,6.038647342995169,2.569303985722798,0.057266782206632894
23,2018-06-15,17.7,17.22,2.787456445993034,6.819553409776699,2.5610482430017854,0.49269460733541576
24,2018-06-18,17.58,17.232,2.0194986072423338,7.457212713936423,4.18379685610641,0.05852362787979235
25,2018-06-19,17.49,17.169,1.869648785601945,6.907090464547672,3.8029020556227406,-0.018943858272373066
26,2018-06-20,17.51,17.1719,1.9689143309709507,6.768292682926848,3.507534659433399,0.008488908845362946
27,2018-06-21,17.39,16.952,2.5837659273242024,6.6217044757817405,3.0516717325228115,0.31189494371896176
28,2018-06-22,17.26,16.9121,2.057107041703885,7.6059850374065,5.568664169787761,0.0011231710351519931
29,2018-06-25,16.97,16.6,2.228915662650587,5.732087227414318,2.9776674937965284,0.06147992391906621
30,2018-06-26,16.96,16.6622,1.78727899076954,5.6697819314641755,3.363523573200977,-0.1849135174918349
31,2018-06-27,16.94,16.4523,2.964327176139508,6.675062972292194,4.858508604206511,0.4580161189370766
32,2018-06-28,16.79,16.5922,1.1921264208483557,7.974276527331179,6.360256410256401,-0.5592096683604775
33,2018-06-29,16.83,16.6422,1.1284565742509962,6.789340101522834,4.7997481108312225,-0.6167723383722876
34,2018-07-02,16.9,16.748,0.9075710532600756,9.669046073977926,7.98194713088331,-0.7747977079757157
35,2018-07-03,16.9,16.6081,1.757576122494435,8.333333333333327,5.8629679442641995,-0.29935737001094403
36,2018-07-05,16.95,16.768,1.0854007633587701,5.87133041848843,4.8655409631019415,-0.8253601047983643
37,2018-07-06,16.95,16.8519,0.5821302049027038,7.619047619047614,7.9364367698298866,-1.166723057986521
38,2018-07-09,17.25,17.0978,0.89017300471406,8.901515151515152,8.984402389041513,-0.9640530810431998
39,2018-07-10,17.36,17.1277,1.3562825131220106,8.432229856339774,7.260635133357976,-0.6631410125240585
40,2018-07-11,17.3,17.0778,1.3011043577041588,9.563014566181138,7.486641113272036,-0.7186133180859308
41,2018-07-12,17.41,17.2676,0.8246658481780822,8.880550343964977,7.664777439005394,-1.0777305104595727
42,2018-07-13,17.53,17.2976,1.34353898806772,9.768315591734506,8.32461814970911,-0.7577605896483981
43,2018-07-16,17.41,17.2576,0.8830891896903399,7.336621454993843,7.0683632889324475,-1.1052133863063995
44,2018-07-17,17.58,17.3676,1.2229669038899953,6.545454545454535,5.910978577047624,-0.8765155200952117
45,2018-07-18,17.6,17.4075,1.1058451816745802,6.344410876132935,5.767302819853797,-0.9719302045530551
46,2018-07-19,17.71,17.2956,2.395985106038533,7.333333333333339,5.407629065777684,-0.06397540546709171
47,2018-07-20,17.78,17.3376,2.5516795865633237,9.146715776550044,7.033454127902303,0.027601387687802667
48,2018-07-23,17.64,17.2576,2.2158353421101458,7.495429616087754,6.723395834364018,-0.24538357588842655
49,2018-07-24,17.77,17.2976,2.7310147072426254,9.556103575832312,9.213741373758541,0.13008008396173026
50,2018-07-25,17.75,17.5374,1.2122663564724436,9.839108910891088,10.646056782334398,-1.0018645072587604
51,2018-07-26,17.64,17.3276,1.8029040374893248,7.823960880195606,7.5693896935120435,-0.5542662606121986
